id,sigla,Dipartimento,nome,link_generale,link_direttore,link_descrizione,link_ricerca,link_pubblicazioni,link_servizi,link_competenze,link_collaborazioni,link_formazione,link_biblioteche,link_banchedati,link_focus,link_focus_ITA,links_logo,nome_istituto,url,links_webist,links_mailist,links_pres_ist,indirizzo,web_site,direttore,mail,latitude,longitude
80,IREA ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto per il rilevamento elettromagnetico dell'ambiente ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=072,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=072,http://www.cnr.it/istituti/Descrizione_eng.html?cds=072,http://www.cnr.it/istituti/Ricerca_eng.html?cds=072,Pubblicazioni_eng.html?cds=072,http://www.cnr.it/istituti/Servizi_eng.html?cds=072,http://www.cnr.it/istituti/Competenze_eng.html?cds=072,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=072,http://www.cnr.it/istituti/Formazione_eng.html?cds=072,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=072,http://www.cnr.it/istituti/Banchedati_eng.html?cds=072,http://www.cnr.it/istituti/Focus_eng.html?cds=072,http://www.cnr.it/istituti/Focus.html?cds=072,http://www.cnr.it/istituti/./logoquadrato_small.jpg?LO=01000000d9c8b7a608000000080000004be62000c2e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per il rilevamento elettromagnetico dell'ambiente,http://www.cnr.it/istituti/DatiGenerali.html?cds=072,http://www.irea.cnr.it,mailto:direttore@irea.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000385823008758be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Diocleziano, 328 - 80124 Napoli NA Campania",http://www.irea.cnr.it,ing. RICCARDO LANARI    ,direttore@irea.cnr.it,40.81936,14.18307
81,ISPAAM ,Scienze bio-agroalimentari,Istituto per il sistema produzione animale in ambiente Mediterraneo ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=083,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=083,http://www.cnr.it/istituti/Descrizione_eng.html?cds=083,http://www.cnr.it/istituti/Ricerca_eng.html?cds=083,Pubblicazioni_eng.html?cds=083,http://www.cnr.it/istituti/Servizi_eng.html?cds=083,http://www.cnr.it/istituti/Competenze_eng.html?cds=083,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=083,http://www.cnr.it/istituti/Formazione_eng.html?cds=083,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=083,http://www.cnr.it/istituti/Banchedati_eng.html?cds=083,http://www.cnr.it/istituti/Focus_eng.html?cds=083,http://www.cnr.it/istituti/Focus.html?cds=083,NA,Istituto per il sistema produzione animale in ambiente Mediterraneo,http://www.cnr.it/istituti/DatiGenerali.html?cds=083,http://www.ispaam.cnr.it,mailto:andrea.scaloni@ispaam.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000cf9711009fddf353000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Argine, 1085 - 80147 Napoli NA Campania",http://www.ispaam.cnr.it,Dott. ANDREA SCALONI    ,andrea.scaloni@ispaam.cnr.it,40.8644628,14.3419214
82,IAMC ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto per l'ambiente marino costiero ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=002,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=002,http://www.cnr.it/istituti/Descrizione_eng.html?cds=002,http://www.cnr.it/istituti/Ricerca_eng.html?cds=002,Pubblicazioni_eng.html?cds=002,http://www.cnr.it/istituti/Servizi_eng.html?cds=002,http://www.cnr.it/istituti/Competenze_eng.html?cds=002,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=002,http://www.cnr.it/istituti/Formazione_eng.html?cds=002,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=002,http://www.cnr.it/istituti/Banchedati_eng.html?cds=002,http://www.cnr.it/istituti/Focus_eng.html?cds=002,http://www.cnr.it/istituti/Focus.html?cds=002,NA,Istituto per l'ambiente marino costiero,http://www.cnr.it/istituti/DatiGenerali.html?cds=002,http://www.iamc.cnr.it,mailto:direttore@iamc.cnr.it,NA,Calata Porta di Massa - 80133 Napoli NA Campania,http://www.iamc.cnr.it,Dott.ssa LAURA GIULIANO    ,direttore@iamc.cnr.it,40.8432976,14.2604947
83,IEOS ,Scienze Biomediche,"Istituto per l'endocrinologia e l'oncologia ""Gaetano Salvatore"" ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=030,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=030,http://www.cnr.it/istituti/Descrizione_eng.html?cds=030,http://www.cnr.it/istituti/Ricerca_eng.html?cds=030,Pubblicazioni_eng.html?cds=030,http://www.cnr.it/istituti/Servizi_eng.html?cds=030,http://www.cnr.it/istituti/Competenze_eng.html?cds=030,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=030,http://www.cnr.it/istituti/Formazione_eng.html?cds=030,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=030,http://www.cnr.it/istituti/Banchedati_eng.html?cds=030,http://www.cnr.it/istituti/Focus_eng.html?cds=030,http://www.cnr.it/istituti/Focus.html?cds=030,NA,"Istituto per l'endocrinologia e l'oncologia ""Gaetano Salvatore""",http://www.cnr.it/istituti/DatiGenerali.html?cds=030,http://www.ieos.cnr.it/,mailto:direttore@ieos.cnr.it,NA,"Via Sergio Pansini, 5 - 80131 Napoli NA Campania",http://www.ieos.cnr.it/,Prof. MARIO DE FELICE    ,direttore@ieos.cnr.it,40.8628653,14.220265
84,IENI ,Scienze chimiche e tecnologie dei materiali,Istituto per l'energetica e le interfasi ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=031,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=031,http://www.cnr.it/istituti/Descrizione_eng.html?cds=031,http://www.cnr.it/istituti/Ricerca_eng.html?cds=031,Pubblicazioni_eng.html?cds=031,http://www.cnr.it/istituti/Servizi_eng.html?cds=031,http://www.cnr.it/istituti/Competenze_eng.html?cds=031,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=031,http://www.cnr.it/istituti/Formazione_eng.html?cds=031,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=031,http://www.cnr.it/istituti/Banchedati_eng.html?cds=031,http://www.cnr.it/istituti/Focus_eng.html?cds=031,http://www.cnr.it/istituti/Focus.html?cds=031,NA,Istituto per l'energetica e le interfasi,http://www.cnr.it/istituti/DatiGenerali.html?cds=031,http://www.ieni.cnr.it,mailto:direttore@ieni.cnr.it,NA,"Corso Stati Uniti, 4 - 35127 Padova PD Veneto",http://www.ieni.cnr.it,Dott.ssa LIDIA ARMELAO    ,direttore@ieni.cnr.it,45.3946793,11.9290133
85,ICVBC ,"Scienze umane e sociali, patrimonio culturale",Istituto per la conservazione e valorizzazione dei beni culturali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=026,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=026,http://www.cnr.it/istituti/Descrizione_eng.html?cds=026,http://www.cnr.it/istituti/Ricerca_eng.html?cds=026,Pubblicazioni_eng.html?cds=026,http://www.cnr.it/istituti/Servizi_eng.html?cds=026,http://www.cnr.it/istituti/Competenze_eng.html?cds=026,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=026,http://www.cnr.it/istituti/Formazione_eng.html?cds=026,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=026,http://www.cnr.it/istituti/Banchedati_eng.html?cds=026,http://www.cnr.it/istituti/Focus_eng.html?cds=026,http://www.cnr.it/istituti/Focus.html?cds=026,NA,Istituto per la conservazione e valorizzazione dei beni culturali,http://www.cnr.it/istituti/DatiGenerali.html?cds=026,http://www.icvbc.cnr.it,mailto:direttore@icvbc.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000d1592300205abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Madonna del Piano 10, Edificio C - 50019 Sesto Fiorentino FI Toscana",http://www.icvbc.cnr.it,Prof.ssa MARIA PERLA COLOMBINI    ,direttore@icvbc.cnr.it,43.8178456,11.2003812
86,IDPA ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto per la dinamica dei processi ambientali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=028,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=028,http://www.cnr.it/istituti/Descrizione_eng.html?cds=028,http://www.cnr.it/istituti/Ricerca_eng.html?cds=028,Pubblicazioni_eng.html?cds=028,http://www.cnr.it/istituti/Servizi_eng.html?cds=028,http://www.cnr.it/istituti/Competenze_eng.html?cds=028,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=028,http://www.cnr.it/istituti/Formazione_eng.html?cds=028,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=028,http://www.cnr.it/istituti/Banchedati_eng.html?cds=028,http://www.cnr.it/istituti/Focus_eng.html?cds=028,http://www.cnr.it/istituti/Focus.html?cds=028,http://www.cnr.it/istituti/./logoidpajpg150.jpg?LO=01000000d9c8b7a60800000008000000fee5200075e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per la dinamica dei processi ambientali,http://www.cnr.it/istituti/DatiGenerali.html?cds=028,http://www.idpa.cnr.it,mailto:carlo.barbante@idpa.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000bedf1200c426f653000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Calle Larga Santa Marta, 2137 - 30123 Venezia VE Veneto",http://www.idpa.cnr.it,Prof. CARLO BARBANTE,carlo.barbante@idpa.cnr.it,45.4332745,12.3134855
87,IMM ,Scienze chimiche e tecnologie dei materiali,Istituto per la microelettronica e microsistemi ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=057,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=057,http://www.cnr.it/istituti/Descrizione_eng.html?cds=057,http://www.cnr.it/istituti/Ricerca_eng.html?cds=057,Pubblicazioni_eng.html?cds=057,http://www.cnr.it/istituti/Servizi_eng.html?cds=057,http://www.cnr.it/istituti/Competenze_eng.html?cds=057,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=057,http://www.cnr.it/istituti/Formazione_eng.html?cds=057,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=057,http://www.cnr.it/istituti/Banchedati_eng.html?cds=057,http://www.cnr.it/istituti/Focus_eng.html?cds=057,http://www.cnr.it/istituti/Focus.html?cds=057,NA,Istituto per la microelettronica e microsistemi,http://www.cnr.it/istituti/DatiGenerali.html?cds=057,http://www.imm.cnr.it,mailto:guglielmo.fortunato@cnr.it,NA,"Ottava strada, 5 (Zona Industriale) - 95121 Catania CT Sicilia",http://www.imm.cnr.it,Dr. GUGLIELMO FORTUNATO    ,guglielmo.fortunato@cnr.it,37.4425747,15.0643156
88,ISOF ,Scienze chimiche e tecnologie dei materiali,Istituto per la sintesi organica e la fotoreattività ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=082,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=082,http://www.cnr.it/istituti/Descrizione_eng.html?cds=082,http://www.cnr.it/istituti/Ricerca_eng.html?cds=082,Pubblicazioni_eng.html?cds=082,http://www.cnr.it/istituti/Servizi_eng.html?cds=082,http://www.cnr.it/istituti/Competenze_eng.html?cds=082,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=082,http://www.cnr.it/istituti/Formazione_eng.html?cds=082,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=082,http://www.cnr.it/istituti/Banchedati_eng.html?cds=082,http://www.cnr.it/istituti/Focus_eng.html?cds=082,http://www.cnr.it/istituti/Focus.html?cds=082,NA,Istituto per la sintesi organica e la fotoreattività,http://www.cnr.it/istituti/DatiGenerali.html?cds=082,http://www.isof.cnr.it,mailto:direzione@isof.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000098582300e758be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Piero Gobetti, 101 - 40129 Bologna BO Emilia Romagna",http://www.isof.cnr.it,Dott ROBERTO ZAMBONI    ,direzione@isof.cnr.it,44.5222407,11.3383544
89,ISPF ,"Scienze umane e sociali, patrimonio culturale",Istituto per la storia del pensiero filosofico e scientifico moderno ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=085,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=085,http://www.cnr.it/istituti/Descrizione_eng.html?cds=085,http://www.cnr.it/istituti/Ricerca_eng.html?cds=085,Pubblicazioni_eng.html?cds=085,http://www.cnr.it/istituti/Servizi_eng.html?cds=085,http://www.cnr.it/istituti/Competenze_eng.html?cds=085,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=085,http://www.cnr.it/istituti/Formazione_eng.html?cds=085,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=085,http://www.cnr.it/istituti/Banchedati_eng.html?cds=085,http://www.cnr.it/istituti/Focus_eng.html?cds=085,http://www.cnr.it/istituti/Focus.html?cds=085,http://www.cnr.it/istituti/./logoispf.gif?LO=01000000d9c8b7a6080000000800000037e62000aee6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per la storia del pensiero filosofico e scientifico moderno,http://www.cnr.it/istituti/DatiGenerali.html?cds=085,http://www.ispf.cnr.it,mailto:direttore@ispf.cnr.it,NA,"Via Porta di Massa, 1 - 80133 Napoli NA Campania",http://www.ispf.cnr.it,Dott.ssa MANUELA SANNA    ,direttore@ispf.cnr.it,40.8443439,14.2575919
90,ITM ,Scienze chimiche e tecnologie dei materiali,Istituto per la tecnologia delle membrane ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=097,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=097,http://www.cnr.it/istituti/Descrizione_eng.html?cds=097,http://www.cnr.it/istituti/Ricerca_eng.html?cds=097,Pubblicazioni_eng.html?cds=097,http://www.cnr.it/istituti/Servizi_eng.html?cds=097,http://www.cnr.it/istituti/Competenze_eng.html?cds=097,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=097,http://www.cnr.it/istituti/Formazione_eng.html?cds=097,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=097,http://www.cnr.it/istituti/Banchedati_eng.html?cds=097,http://www.cnr.it/istituti/Focus_eng.html?cds=097,http://www.cnr.it/istituti/Focus.html?cds=097,NA,Istituto per la tecnologia delle membrane,http://www.cnr.it/istituti/DatiGenerali.html?cds=097,http://www.itm.cnr.it,mailto:l.giorno@itm.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000003c5923008b59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Pietro BUCCI, Cubo 17C - 87036 Rende CS Calabria",http://www.itm.cnr.it,Dott.sa LIDIETTA GIORNO    ,l.giorno@itm.cnr.it,39.3317751,16.1839028
91,IVALSA ,Scienze bio-agroalimentari,Istituto per la valorizzazione del legno e delle specie arboree ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=106,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=106,http://www.cnr.it/istituti/Descrizione_eng.html?cds=106,http://www.cnr.it/istituti/Ricerca_eng.html?cds=106,Pubblicazioni_eng.html?cds=106,http://www.cnr.it/istituti/Servizi_eng.html?cds=106,http://www.cnr.it/istituti/Competenze_eng.html?cds=106,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=106,http://www.cnr.it/istituti/Formazione_eng.html?cds=106,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=106,http://www.cnr.it/istituti/Banchedati_eng.html?cds=106,http://www.cnr.it/istituti/Focus_eng.html?cds=106,http://www.cnr.it/istituti/Focus.html?cds=106,http://www.cnr.it/istituti/./logo.jpg?LO=01000000d9c8b7a6080000000800000011e6200088e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per la valorizzazione del legno e delle specie arboree,http://www.cnr.it/istituti/DatiGenerali.html?cds=106,http://www.ivalsa.cnr.it,mailto:direttore@ivalsa.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000075a2300565abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,via Madonna del Piano 10 - 50019 Sesto Fiorentino FI Toscana,http://www.ivalsa.cnr.it,Prof MAURO CENTRITTO    ,direttore@ivalsa.cnr.it,43.8178456,11.2003812
92,IAC ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti","Istituto per le applicazioni del calcolo ""Mauro Picone"" ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=004,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=004,http://www.cnr.it/istituti/Descrizione_eng.html?cds=004,http://www.cnr.it/istituti/Ricerca_eng.html?cds=004,Pubblicazioni_eng.html?cds=004,http://www.cnr.it/istituti/Servizi_eng.html?cds=004,http://www.cnr.it/istituti/Competenze_eng.html?cds=004,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=004,http://www.cnr.it/istituti/Formazione_eng.html?cds=004,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=004,http://www.cnr.it/istituti/Banchedati_eng.html?cds=004,http://www.cnr.it/istituti/Focus_eng.html?cds=004,http://www.cnr.it/istituti/Focus.html?cds=004,NA,"Istituto per le applicazioni del calcolo ""Mauro Picone""",http://www.cnr.it/istituti/DatiGenerali.html?cds=004,http://www.iac.cnr.it,mailto:direttore@iac.cnr.it,NA,"Via dei Taurini, 19 - 00185 Roma RM Lazio",http://www.iac.cnr.it,Dott. ROBERTO NATALINI    ,direttore@iac.cnr.it,41.89986,12.5105
93,IMAMOTER ,Scienze fisiche e tecnologie della materia,Istituto per le macchine agricole e movimento terra ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=049,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=049,http://www.cnr.it/istituti/Descrizione_eng.html?cds=049,http://www.cnr.it/istituti/Ricerca_eng.html?cds=049,Pubblicazioni_eng.html?cds=049,http://www.cnr.it/istituti/Servizi_eng.html?cds=049,http://www.cnr.it/istituti/Competenze_eng.html?cds=049,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=049,http://www.cnr.it/istituti/Formazione_eng.html?cds=049,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=049,http://www.cnr.it/istituti/Banchedati_eng.html?cds=049,http://www.cnr.it/istituti/Focus_eng.html?cds=049,http://www.cnr.it/istituti/Focus.html?cds=049,http://www.cnr.it/istituti/./logo_imamoter_web_cnr.jpg?LO=01000000d9c8b7a6080000000800000005e620007ce6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per le macchine agricole e movimento terra,http://www.cnr.it/istituti/DatiGenerali.html?cds=049,http://www.imamoter.cnr.it,mailto:info@imamoter.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000000f5923005e59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Canal Bianco, 28 - 44124 Cassana FE Emilia Romagna",http://www.imamoter.cnr.it,Ing. ROBERTO PAOLUZZI    ,info@imamoter.cnr.it,44.8662384,11.5512486
94,ITABC ,"Scienze umane e sociali, patrimonio culturale",Istituto per le tecnologie applicate ai beni culturali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=098,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=098,http://www.cnr.it/istituti/Descrizione_eng.html?cds=098,http://www.cnr.it/istituti/Ricerca_eng.html?cds=098,Pubblicazioni_eng.html?cds=098,http://www.cnr.it/istituti/Servizi_eng.html?cds=098,http://www.cnr.it/istituti/Competenze_eng.html?cds=098,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=098,http://www.cnr.it/istituti/Formazione_eng.html?cds=098,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=098,http://www.cnr.it/istituti/Banchedati_eng.html?cds=098,http://www.cnr.it/istituti/Focus_eng.html?cds=098,http://www.cnr.it/istituti/Focus.html?cds=098,NA,Istituto per le tecnologie applicate ai beni culturali,http://www.cnr.it/istituti/DatiGenerali.html?cds=098,http://www.itabc.cnr.it,mailto:direttore@itabc.cnr.it,NA,"Via Salaria km. 29,300 - 00016 Monterotondo Stazione RM Lazio",http://www.itabc.cnr.it,Prof PAOLO MAURIELLO,direttore@itabc.cnr.it,41.8724111,12.4802249
95,ITC ,Scienze fisiche e tecnologie della materia,Istituto per le tecnologie della costruzione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=101,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=101,http://www.cnr.it/istituti/Descrizione_eng.html?cds=101,http://www.cnr.it/istituti/Ricerca_eng.html?cds=101,Pubblicazioni_eng.html?cds=101,http://www.cnr.it/istituti/Servizi_eng.html?cds=101,http://www.cnr.it/istituti/Competenze_eng.html?cds=101,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=101,http://www.cnr.it/istituti/Formazione_eng.html?cds=101,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=101,http://www.cnr.it/istituti/Banchedati_eng.html?cds=101,http://www.cnr.it/istituti/Focus_eng.html?cds=101,http://www.cnr.it/istituti/Focus.html?cds=101,NA,Istituto per le tecnologie della costruzione,http://www.cnr.it/istituti/DatiGenerali.html?cds=101,http://www.itc.cnr.it,mailto:direttore@itc.cnr.it,NA,"Via Lombardia, 49 - 20098 San Giuliano Milanese MI Lombardia",http://www.itc.cnr.it,Prof. ing. ANTONIO OCCHIUZZI    ,direttore@itc.cnr.it,45.4025,9.249275
96,ITD ,"Scienze umane e sociali, patrimonio culturale",Istituto per le tecnologie didattiche ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=102,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=102,http://www.cnr.it/istituti/Descrizione_eng.html?cds=102,http://www.cnr.it/istituti/Ricerca_eng.html?cds=102,Pubblicazioni_eng.html?cds=102,http://www.cnr.it/istituti/Servizi_eng.html?cds=102,http://www.cnr.it/istituti/Competenze_eng.html?cds=102,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=102,http://www.cnr.it/istituti/Formazione_eng.html?cds=102,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=102,http://www.cnr.it/istituti/Banchedati_eng.html?cds=102,http://www.cnr.it/istituti/Focus_eng.html?cds=102,http://www.cnr.it/istituti/Focus.html?cds=102,http://www.cnr.it/istituti/./logoitd.jpg?LO=01000000d9c8b7a6080000000800000002e6200079e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per le tecnologie didattiche,http://www.cnr.it/istituti/DatiGenerali.html?cds=102,http://www.itd.cnr.it,mailto:itd@itd.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000e1592300305abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via De Marini, 6 - Torre di Francia - 16149 Genova GE Liguria",http://www.itd.cnr.it,Dott ROSA BOTTINO    ,itd@itd.cnr.it,44.4087421,8.9016362
97,ISE ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto per lo studio degli ecosistemi ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=094,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=094,http://www.cnr.it/istituti/Descrizione_eng.html?cds=094,http://www.cnr.it/istituti/Ricerca_eng.html?cds=094,Pubblicazioni_eng.html?cds=094,http://www.cnr.it/istituti/Servizi_eng.html?cds=094,http://www.cnr.it/istituti/Competenze_eng.html?cds=094,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=094,http://www.cnr.it/istituti/Formazione_eng.html?cds=094,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=094,http://www.cnr.it/istituti/Banchedati_eng.html?cds=094,http://www.cnr.it/istituti/Focus_eng.html?cds=094,http://www.cnr.it/istituti/Focus.html?cds=094,NA,Istituto per lo studio degli ecosistemi,http://www.cnr.it/istituti/DatiGenerali.html?cds=094,http://www.ise.cnr.it,mailto:direzione@ise.cnr.it,NA,"Largo Vittorio Tonolli, 50-52 - 28922 Pallanza Verbania VB Piemonte",http://www.ise.cnr.it,Dott.ssa MARINA MARCELLA MANCA    ,direzione@ise.cnr.it,45.9239891,8.5482016
98,ISMN ,Scienze chimiche e tecnologie dei materiali,Istituto per lo studio dei materiali nanostrutturati ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=095,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=095,http://www.cnr.it/istituti/Descrizione_eng.html?cds=095,http://www.cnr.it/istituti/Ricerca_eng.html?cds=095,Pubblicazioni_eng.html?cds=095,http://www.cnr.it/istituti/Servizi_eng.html?cds=095,http://www.cnr.it/istituti/Competenze_eng.html?cds=095,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=095,http://www.cnr.it/istituti/Formazione_eng.html?cds=095,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=095,http://www.cnr.it/istituti/Banchedati_eng.html?cds=095,http://www.cnr.it/istituti/Focus_eng.html?cds=095,http://www.cnr.it/istituti/Focus.html?cds=095,http://www.cnr.it/istituti/./logo ismn def.jpg?LO=01000000d9c8b7a6080000000800000008220a004772f053000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per lo studio dei materiali nanostrutturati,http://www.cnr.it/istituti/DatiGenerali.html?cds=095,http://www.ismn.cnr.it,mailto:segreteria@ismn.cnr.it,NA,Via Salaria km 29.300 - 00015 Monterotondo Stazione RM Lazio,http://www.ismn.cnr.it,Dr MICHELE MUCCINI    ,segreteria@ismn.cnr.it,41.8724111,12.4802249
99,ISMAC ,Scienze chimiche e tecnologie dei materiali,Istituto per lo studio delle macromolecole ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=096,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=096,http://www.cnr.it/istituti/Descrizione_eng.html?cds=096,http://www.cnr.it/istituti/Ricerca_eng.html?cds=096,Pubblicazioni_eng.html?cds=096,http://www.cnr.it/istituti/Servizi_eng.html?cds=096,http://www.cnr.it/istituti/Competenze_eng.html?cds=096,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=096,http://www.cnr.it/istituti/Formazione_eng.html?cds=096,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=096,http://www.cnr.it/istituti/Banchedati_eng.html?cds=096,http://www.cnr.it/istituti/Focus_eng.html?cds=096,http://www.cnr.it/istituti/Focus.html?cds=096,NA,Istituto per lo studio delle macromolecole,http://www.cnr.it/istituti/DatiGenerali.html?cds=096,http://www.ismac.cnr.it,mailto:g.mazzuchetti@bi.ismac.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000305823007f58be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/msword,"ISMAC Via Edoardo Bassini, 15 - 20133 Milano MI Lombardia",http://www.ismac.cnr.it,Ing. GIORGIO MAZZUCHETTI    ,g.mazzuchetti@bi.ismac.cnr.it,45.4796955,9.2322096
